group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,reference_group,direction
siPRRX1/mmMYOD1_high_G1S,MYOD1_exo,47.505005,35.08571,0.0,0.0,1.0,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MYOD1_endo,47.505005,34.325275,0.0,0.0,1.0,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MT-ND4,47.501183,2.9783373,0.0,0.0,1.0,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MYOD1,46.688595,32.032375,0.0,0.0,0.9828141783029001,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,LINC-PINT,38.898235,2.6237776,0.0,0.0,0.9634801288936627,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,NAV3,38.865543,3.367406,0.0,0.0,0.9291084854994629,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,IFIT1,38.18277,1.8615249,0.0,0.0,0.9849624060150376,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,KCNQ5,38.130157,3.4486063,0.0,0.0,0.9291084854994629,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,IFIT3,38.104774,1.9054384,0.0,0.0,0.9881847475832438,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ISG15,37.941364,1.3383443,0.0,0.0,0.9978517722878625,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ISG20,37.059982,3.4101245,1.2403342763626105e-300,4.4524456709199535e-298,0.924812030075188,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RSAD2,36.198605,3.2346838,6.403449903234809e-287,2.0367834071960037e-284,0.9065520945220193,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,IFIT2,34.923546,2.709412,3.265501918802952e-267,8.919079588660932e-265,0.9785177228786252,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MT-ND5,34.648067,1.0318695,4.7762800318268345e-263,1.2767911131887733e-260,0.9978517722878625,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RIGI,34.31778,1.9113863,4.26146686067761e-258,1.103939580155742e-255,0.9699248120300752,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,NFAT5,33.398613,2.6390185,1.4359850486679334e-244,3.4695607983584454e-242,0.874328678839957,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,OASL,33.325172,4.0707245,1.668018405219484e-243,3.991806332033828e-241,0.8109559613319012,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,DDX60L,32.755066,2.08076,2.571529250673319e-235,5.618903218340797e-233,0.920515574650913,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SMURF2,32.527428,3.2188869,4.367151146151516e-232,9.069237520702092e-230,0.7969924812030075,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,GMNN,30.881842,2.5887933,2.0943329446481102e-209,3.898251720971683e-207,0.841031149301826,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ZBTB20-AS1,30.649246,9.41306,2.7045800697885934e-206,4.889258129039408e-204,0.6466165413533834,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ZNFX1,30.435085,1.9539876,1.887207043821063e-203,3.339559056136315e-201,0.9022556390977443,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,DCBLD2,30.41929,2.7280474,3.053207095604279e-203,5.365104048835267e-201,0.790547798066595,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TAF1D,30.39664,2.0770128,6.084206736555925e-203,1.061694075529009e-200,0.9430719656283566,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PDE4B,30.093023,2.1339679,5.978920766854065e-199,1.0220293947585643e-196,0.8915145005370569,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,OAS1,29.64943,1.8243502,3.4495355875650507e-193,5.778662016288973e-191,0.8796992481203008,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SEMA3A,29.515255,3.5659237,1.834486338895989e-191,3.0128740342338835e-189,0.7099892588614393,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,XAF1,29.270977,1.1709465,2.4288214877826396e-188,3.9375113770969145e-186,0.9720730397422127,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PMAIP1,28.669348,3.6368406,9.20082300446057e-181,1.4360141643235107e-178,0.7540279269602578,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PHACTR4,28.361633,1.7709917,6.015792809835642e-177,9.217368397899392e-175,0.8796992481203008,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MED13L,28.33037,2.2960303,1.4609617328656732e-176,2.2249119044514324e-174,0.80343716433942,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TRIO,27.983896,1.6169391,2.5515965570479562e-172,3.793876821627281e-170,0.9441460794844253,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,STARD13,27.933834,2.9831436,1.0362680236350918e-171,1.5317260528177993e-169,0.719656283566058,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ABL2,27.861198,2.821915,7.881959645092903e-171,1.138263689436175e-168,0.7583243823845328,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TXNIP,27.831366,2.2590082,1.8108159722580506e-170,2.600124785765731e-168,0.8539205155746509,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HMGA2,27.77714,2.0154085,8.194342751249759e-170,1.1699286628034314e-167,0.8560687432867884,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,FNDC3A,27.546352,2.205921,4.8938536278850634e-167,6.831819664527548e-165,0.8378088077336198,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,IFI27,27.495457,2.0982423,1.9896021465863593e-166,2.7469627878803317e-164,0.9344790547798066,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000289013,27.475876,6.7558618,3.4103737143186523e-166,4.682834464120169e-164,0.5864661654135338,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,IFIH1,27.328861,1.708374,1.926204717523925e-164,2.6163066022670914e-162,0.8936627282491945,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000226824,26.90559,3.397734,1.8892052710784492e-159,2.4724973985239204e-157,0.6552094522019334,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PARP14,26.869915,1.1372848,4.936556797800079e-159,6.427243482648724e-157,0.9709989258861439,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000290032,26.712051,7.0659227,3.410077397786242e-157,4.394278197516548e-155,0.5703544575725027,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,INPP4B,26.562304,1.8444753,1.8515103896770378e-155,2.3616625924773912e-153,0.849624060150376,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HERC4,26.536089,1.5776539,3.717254077298272e-155,4.7175333562803526e-153,0.9087003222341569,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,FAF1,26.494013,2.9404502,1.1360963361830078e-154,1.427391436780331e-152,0.6745435016111708,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RASAL2,26.393082,2.3600113,1.6451600258130744e-153,2.0465139172589574e-151,0.7626208378088077,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SLIT2,26.389671,1.667562,1.8002501355113768e-153,2.2284081480359544e-151,0.8958109559613319,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PNRC2,26.074202,1.9247336,7.153133363937475e-150,8.518669913223737e-148,0.8367346938775511,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MIR31HG,26.053411,2.8054366,1.2307611071069706e-149,1.458800240536979e-147,0.6917293233082706,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,JMJD1C,25.967415,1.7945749,1.1562281535877098e-148,1.3576495814650454e-146,0.8442534908700322,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,VEGFC,25.882614,2.2683218,1.0452788480543616e-147,1.2104040043276496e-145,0.7357679914070892,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MIR4435-2HG,25.736017,1.3570764,4.622629180570415e-146,5.328322295842815e-144,0.9301825993555317,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ESR1,25.408525,7.840488,2.030106957915445e-142,2.2875572932062467e-140,0.5381310418904404,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ADAMTS6,25.309076,1.6742251,2.5378926098644653e-141,2.834318466696635e-139,0.8968850698174007,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PATL2,25.159407,6.866667,1.1149979895672045e-139,1.2128861247551825e-137,0.5424274973147154,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SAMD9,25.156063,1.3299241,1.2130073276234553e-139,1.3138124193328528e-137,0.9344790547798066,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,IFI44,25.120377,1.6125721,2.979099571332131e-139,3.2128246364134675e-137,0.8893662728249194,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MKLN1,24.891684,2.2151988,9.15458044879868e-137,9.788778617762264e-135,0.761546723952739,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,CAMK2D,24.883774,1.6104089,1.1149975202402152e-136,1.1871888851100056e-134,0.8517722878625135,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,FOSL1,24.863232,2.2259886,1.860140885116791e-136,1.963933620219106e-134,0.7314715359828142,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SP110,24.779484,1.0291069,1.4920142516328952e-135,1.5621389214596412e-133,0.9334049409237379,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MX1,24.663902,0.89672095,2.6106203794834154e-134,2.7107301196553417e-132,0.9828141783029001,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ZC3HAV1,24.661066,2.4877079,2.8000871234398064e-134,2.8954974994977557e-132,0.7948442534908701,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,JPT1,24.651505,1.2716588,3.5459699609684333e-134,3.651767753246508e-132,0.8818474758324383,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PVT1,24.624546,2.0542548,6.89688590127616e-134,7.073671384786422e-132,0.7518796992481203,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,H1-4,24.555386,2.9597535,3.788528492616675e-133,3.8079257584988723e-131,0.6723952738990333,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TRIM38,24.501535,1.673779,1.422496539211823e-132,1.4184322633855034e-130,0.807733619763695,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MYPN,24.448364,2.8520887,5.23816918916641e-132,5.161753544524453e-130,0.6423200859291085,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PSME2,24.324183,0.92456937,1.0878562486209312e-130,1.0636440395076559e-128,0.920515574650913,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,FMN2,24.292776,1.871727,2.33716956276279e-130,2.276294448569899e-128,0.7765843179377014,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RSRC2,24.290928,1.931921,2.4446309093274583e-130,2.371763918516617e-128,0.9291084854994629,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,BLID,24.25044,6.1849136,6.541834845078437e-130,6.322431768735807e-128,0.5220193340494093,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,IRF1,24.129616,1.8104051,1.222368699873214e-128,1.1723542248249666e-126,0.8775510204081632,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HERC6,24.026457,1.5724062,1.4715311970864715e-127,1.3953447517127872e-125,0.8603651987110634,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,CHD9,24.005173,1.5268481,2.455557038910945e-127,2.3196705742012868e-125,0.8206229860365198,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TNFRSF12A,23.944246,1.0267603,1.0607713415498012e-126,9.872245285356817e-125,0.9795918367346939,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000289490,23.830109,3.496828,1.6284153556928743e-125,1.5099195962306475e-123,0.5671321160042965,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,APBB2,23.71731,1.8292205,2.3901974233425942e-124,2.1920029508668872e-122,0.748657357679914,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,NAV2,23.702597,2.8916507,3.3901489127539255e-124,3.0865094883942263e-122,0.6552094522019334,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HDAC9,23.696299,4.0559087,3.936814487342818e-124,3.57127344541337e-122,0.5703544575725027,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SSH2,23.569685,2.5543985,7.888531722883031e-123,7.0793937547358854e-121,0.6680988184747583,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000285744,23.44519,2.935175,1.4800166272109853e-121,1.309502035512593e-119,0.6380236305048335,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ZSCAN30,23.288145,3.5663764,5.846210002278248e-120,5.08316833692899e-118,0.5510204081632653,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,OAS3,23.27732,1.2326013,7.525365203957884e-120,6.520599201553576e-118,0.8754027926960258,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RPS6KC1,23.272312,2.6963723,8.457681778044375e-120,7.303251811639143e-118,0.6638023630504833,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000271553,23.188057,5.160909,6.009445397396971e-119,5.118825218501393e-117,0.5069817400644469,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HAS2,23.053585,4.5676804,1.3540221901153326e-117,1.1455848347884873e-115,0.5263157894736842,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SH3D19,23.01795,2.614185,3.08174297479807e-117,2.598591861433755e-115,0.6423200859291085,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,EPSTI1,22.942062,0.8804123,1.7684630502957238e-116,1.4812646509276984e-114,0.9709989258861439,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,DPYD,22.833843,2.2226162,2.115165788744289e-115,1.7541216481705113e-113,0.6702470461868958,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HNRNPDL,22.755926,0.950762,1.2536753135593179e-114,1.0362616210236362e-112,0.9731471535982814,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SAMD4A,22.643192,2.486664,1.6281245174359193e-113,1.3413610778403207e-111,0.6627282491944146,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MAGI2,22.55453,1.4206895,1.2122282848569904e-112,9.922108254686142e-111,0.9119226638023631,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,GADD45A,22.53474,2.48593,1.8954522299862774e-112,1.546393624516077e-110,0.7626208378088077,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ATXN2,22.527351,1.985511,2.2395685066833103e-112,1.821225806988292e-110,0.7303974221267454,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,KANSL1,22.485329,2.109152,5.777214727881648e-112,4.682898441361615e-110,0.6895810955961332,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TSC22D2,22.41852,2.4487617,2.596717627476961e-111,2.0846747777393313e-109,0.6262083780880774,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,DNAJB4,22.378489,1.8393577,6.376951321306271e-111,5.103185758018598e-109,0.7368421052631579,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HLA-E,22.342775,0.9872527,1.419433217630054e-110,1.1323021553208889e-108,0.9097744360902256,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,EXT1,22.320684,1.1905962,2.326996126980649e-110,1.8504037556572706e-108,0.958109559613319,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RUNX1,22.258379,2.040627,9.356998538992742e-110,7.37061627861472e-108,0.7465091299677766,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,LHFPL6,22.061626,1.9321215,7.387809590216214e-108,5.729656771078797e-106,0.7003222341568206,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SETD5,21.81472,1.8119445,1.6819643946312836e-105,1.2924893366451038e-103,0.6970998925886144,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TTC17,21.802088,2.0072224,2.216748620882252e-105,1.693083870684779e-103,0.6670247046186896,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MACF1,21.745544,1.3615128,7.612293303392834e-105,5.778903508388373e-103,0.8270676691729323,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,DIP2B,21.733238,2.6850462,9.953138259464663e-105,7.53320657180205e-103,0.5907626208378088,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SP100,21.604086,0.76710165,1.6441070514606577e-103,1.2150918232089237e-101,0.9699248120300752,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,BST2,21.512117,1.5323746,1.1990517021297552e-102,8.809874611437569e-101,0.8227712137486574,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TENT2,21.487814,2.3093774,2.0241889478372798e-102,1.482910200619684e-100,0.6530612244897959,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PICALM,21.463615,1.7316164,3.4075005775020696e-102,2.4818456380136813e-100,0.728249194414608,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PPP1R10,21.419407,2.2084503,8.81036075992139e-102,6.398460843216899e-100,0.6595059076262084,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,KIF13A,21.397629,1.8374022,1.4058075474716713e-101,1.0180153329356817e-99,0.686358754027927,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ASH1L,21.30437,1.4577725,1.0340671140044887e-100,7.445283220832319e-99,0.7841031149301826,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SMURF1,21.28928,2.7391303,1.427053682552983e-100,1.0245429981483246e-98,0.5929108485499462,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RSL1D1,21.256897,1.0033541,2.8462375154606906e-100,2.0318254627413703e-98,0.8925886143931256,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,FILIP1L,21.197258,1.6843606,1.012235415994526e-99,7.185155800313686e-98,0.8259935553168636,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,DPYD-AS1,21.175701,29.08743,1.5998474623644008e-99,1.1324216065997934e-97,0.44575725026852847,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,H1-2,21.17185,1.8685944,1.7360798766447966e-99,1.2253993016946757e-97,0.7454350161117078,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RGMB,21.08264,1.5873593,1.148000390424524e-98,8.035363178436612e-97,0.7744360902255639,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MT-CO1,21.060965,0.40357924,1.814436361723502e-98,1.2664765804830043e-96,1.0,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PLAAT4,21.030209,2.1224236,3.471224430979244e-98,2.4095283840233822e-96,0.6659505907626209,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,FGF5,21.020191,1.8094643,4.287090090174265e-98,2.9676583963057556e-96,0.7185821697099892,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HMGA2-AS1,20.944757,4.758384,2.0946136103224693e-97,1.4380724262345085e-95,0.46616541353383456,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PDGFC,20.87328,2.6088173,9.368016556531413e-97,6.396726087840255e-95,0.5800214822771214,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000205300,20.843084,7.3205576,1.7612124072853376e-96,1.1993426929611373e-94,0.44683136412459723,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PCNX4,20.823347,1.919308,2.6594462052253252e-96,1.801255100940754e-94,0.6659505907626209,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,LRRFIP2,20.719057,1.036005,2.3320440262340287e-95,1.5668342858611944e-93,0.9044038668098818,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SNHG25,20.689629,1.2678146,4.295066253201099e-95,2.8476629237582377e-93,0.8968850698174007,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PPP2R3A,20.523632,2.0972853,1.324376658210432e-93,8.711763525526632e-92,0.6197636949516648,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PTK2,20.464306,1.597943,4.480136808483006e-93,2.9316895240510676e-91,0.7142857142857143,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,FNIP1,20.441317,2.070841,7.177566631474435e-93,4.6846206315763534e-91,0.6541353383458647,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,H2AC6,20.417744,2.425168,1.1631563733010222e-92,7.571967188680851e-91,0.640171858216971,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SRSF3,20.393167,1.0414745,1.9228794218590975e-92,1.2485300804257209e-90,0.8968850698174007,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,XRN1,20.382004,1.1970675,2.415603748181606e-92,1.5603930844294963e-90,0.8152524167561761,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ELL2,20.371271,1.2674812,3.0077234413256885e-92,1.9329430852591278e-90,0.8614393125671321,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PLAUR,20.295473,1.7986904,1.4099001625884786e-91,9.01475096323748e-90,0.7250268528464017,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,APOL2,20.24645,1.9841707,3.8177194807468805e-91,2.434813581528112e-89,0.6670247046186896,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,EPC1,20.241938,1.9471793,4.184001128200245e-91,2.6616602620105258e-89,0.6885069817400644,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,KMT2E,20.163706,1.6439669,2.0401086483627258e-90,1.2912808593465636e-88,0.7411385606874329,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TOP1,20.109455,0.91882455,6.099092463023049e-90,3.8410525165624854e-88,0.9312567132116004,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,KIAA1217,20.079245,4.083923,1.120855545098454e-89,7.023655395818941e-88,0.46186895810955964,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PHACTR1,20.069305,2.571615,1.3690516462601592e-89,8.557594469459024e-88,0.5585392051557465,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PARP9,19.951042,1.1379107,1.4679421752425217e-88,9.130309648389626e-87,0.8174006444683136,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MAP4K4,19.940128,1.6898725,1.8259900600997072e-88,1.1301349317779665e-86,0.706766917293233,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MT2A,19.932205,0.68534565,2.1392933758672017e-88,1.320790269012065e-86,1.0,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,HNRNPA2B1,19.905012,0.70992565,3.6819584190253123e-88,2.2676532145408835e-86,0.9817400644468314,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,CHD2,19.803442,1.5904253,2.7802689650966634e-87,1.695694139683227e-85,0.7508055853920516,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,UBE2E2,19.802649,1.7179757,2.8244216451080593e-87,1.7184519878517024e-85,0.6799140708915145,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,FRMD6-AS2,19.728596,3.2839622,1.2252739397143805e-86,7.436880086266414e-85,0.49516648764769067,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,MAP4K5,19.716639,1.932925,1.5520514332130142e-86,9.397577931030512e-85,0.6476906552094522,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,CFLAR,19.694677,1.5107887,2.3951473386034823e-86,1.4467611135679881e-84,0.728249194414608,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,H1-0,19.66374,1.6221586,4.4098762840448824e-86,2.6509897431932968e-84,0.7926960257787325,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ATF3,19.605078,4.151618,1.3993980658334455e-85,8.352511781060052e-84,0.5069817400644469,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000286131,19.5939,29.109547,1.743069688105108e-85,1.0379112588318757e-83,0.41245972073039744,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,BRD2,19.51774,1.5927737,7.759520761278845e-85,4.609485524572454e-83,0.7099892588614393,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000256571,19.481455,3.3849363,1.5773326550823072e-84,9.325932931037226e-83,0.4715359828141783,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,C1GALT1,19.452026,1.8281839,2.8014153055764765e-84,1.6447187803393856e-82,0.6638023630504833,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SAMD9L,19.408714,0.8936599,6.513561745608896e-84,3.806343710317682e-82,0.878625134264232,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RIPK2-DT,19.38717,2.1458867,9.903775440992853e-84,5.77406193228001e-82,0.6262083780880774,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,JUN,19.367603,2.0913994,1.4484553868072667e-83,8.425182166595601e-82,0.6917293233082706,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SLC8A1-AS1,19.276194,2.407142,8.51138153125457e-83,4.9279722377273e-81,0.5402792696025779,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SIPA1L3,19.275621,2.2776768,8.606074008133495e-83,4.971343164974217e-81,0.5542427497314716,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ATG7,19.259384,1.916268,1.1776974857776482e-82,6.787427161151546e-81,0.60687432867884,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PPP1R15A,19.144232,2.3579743,1.081212131036784e-81,6.160702591540207e-80,0.7379162191192267,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ZFAND3,19.129166,1.5697559,1.443649735715679e-81,8.207246732819815e-80,0.682062298603652,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,DPF3,19.075045,3.9124603,4.0708033919642635e-81,2.3038546764251805e-79,0.45542427497314714,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,BCAR3,18.968126,2.236842,3.128592564864754e-80,1.7278082191191546e-78,0.5499462943071965,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PLK2,18.93797,2.9289784,5.5496922693396586e-80,3.051480685863609e-78,0.5456498388829216,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,TNFAIP3,18.928497,4.040579,6.643001659302e-80,3.6446582029463025e-78,0.45864661654135336,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,ENSG00000274213,18.923918,4.0960503,7.24620919924985e-80,3.966944330255996e-78,0.46938775510204084,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,WNT5B,18.918453,1.6427369,8.037804322774187e-80,4.390737978753691e-78,0.6745435016111708,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,CFAP299,18.877472,2.049024,1.7475292167253383e-79,9.504743324215217e-78,0.5939849624060151,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,UBC,18.87358,0.59842885,1.8810578142510005e-79,1.0208902971166122e-77,0.9860365198711063,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,PLEKHA4,18.865606,1.2251717,2.1874658488718792e-79,1.1820783193645717e-77,0.8292158968850698,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,LINC01004,18.855341,4.5062847,2.6561768263730455e-79,1.4322835041438172e-77,0.43286788399570353,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,SNHG15,18.807257,2.436453,6.585955145270741e-79,3.536151301076136e-77,0.5531686358754028,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,RAD51B,18.775953,1.506355,1.1879548338154716e-78,6.337776871362033e-77,0.6906552094522019,Control_G1S,up
siPRRX1/mmMYOD1_high_G1S,CPEB3,18.735752,3.0721958,2.530394227104786e-78,1.3386051818671382e-76,0.4790547798066595,Control_G1S,up
