group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,reference_group,direction
mmMYOD1_high_G1S,IDH3A,3.5670314,1.2336884,0.0003610481126493798,0.00157534588898309,0.20150375939849624,Control_G1S,up
mmMYOD1_high_G1S,AHR,3.5647357,0.5649605,0.0003642231747734248,0.0015889235999490656,0.38345864661654133,Control_G1S,up
mmMYOD1_high_G1S,ENSG00000289384,3.5644822,0.988019,0.0003645751212976579,0.001590182893242067,0.24962406015037594,Control_G1S,up
mmMYOD1_high_G1S,MRPS2,3.5609512,1.1650305,0.00036951359338871005,0.0016111639032919496,0.20451127819548873,Control_G1S,up
mmMYOD1_high_G1S,TMEM44,3.558703,2.3996737,0.0003726907877653073,0.0016247352732419573,0.11879699248120301,Control_G1S,up
mmMYOD1_high_G1S,PIGN,3.5566604,0.95550233,0.00037559923304846454,0.0016371305339187888,0.23609022556390977,Control_G1S,up
mmMYOD1_high_G1S,FAHD1,3.5562646,0.7101155,0.0003761653338764134,0.00163931365064976,0.3368421052631579,Control_G1S,up
mmMYOD1_high_G1S,RRN3,3.5544596,1.2139314,0.00037875687867475216,0.0016503212844354383,0.19548872180451127,Control_G1S,up
mmMYOD1_high_G1S,PARL,3.5532243,1.0918308,0.0003805396459853566,0.0016578017032454996,0.20902255639097744,Control_G1S,up
mmMYOD1_high_G1S,NGRN,3.5483317,0.51336855,0.0003876795105263485,0.0016874433986672588,0.42255639097744363,Control_G1S,up
mmMYOD1_high_G1S,LST1,3.542996,7.0172873,0.00039560896547762914,0.0017213613999172061,0.08721804511278196,Control_G1S,up
mmMYOD1_high_G1S,XRCC3,3.5419192,2.5746715,0.00039722723820440547,0.0017278044039467373,0.11127819548872181,Control_G1S,up
mmMYOD1_high_G1S,ZNRF1,3.541064,1.9580792,0.0003985167407864925,0.0017331133026104158,0.1293233082706767,Control_G1S,up
mmMYOD1_high_G1S,KICS2,3.5401142,2.0054057,0.00039995410786671014,0.0017390633020374965,0.13383458646616542,Control_G1S,up
mmMYOD1_high_G1S,ENSG00000265791,3.5397024,26.298841,0.00040057846985617845,0.001740573368588285,0.08571428571428572,Control_G1S,up
mmMYOD1_high_G1S,IL10,3.5397024,26.166935,0.00040057846985617845,0.001740573368588285,0.08571428571428572,Control_G1S,up
mmMYOD1_high_G1S,ENSG00000230648,3.5397024,26.175245,0.00040057846985617845,0.001740573368588285,0.08571428571428572,Control_G1S,up
mmMYOD1_high_G1S,ENSG00000287709,3.5397024,27.16395,0.00040057846985617845,0.001740573368588285,0.08571428571428572,Control_G1S,up
mmMYOD1_high_G1S,CHST11,3.5392432,1.8777643,0.00040127594781013846,0.001743302561648195,0.1368421052631579,Control_G1S,up
mmMYOD1_high_G1S,RPS6KA6,3.5391006,2.0743227,0.00040149263706830564,0.0017438502160465285,0.1293233082706767,Control_G1S,up
