group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,abs_lfc,gene_type,is_tf,direction,reference,DE_rank
mmMYOD1,KCMF1,16.052645,1.2969754,5.477891434257267e-58,8.231907905331823e-57,0.4385809312638581,1.2969754,protein_coding,True,up,Control,99
mmMYOD1,ZNF521,8.414751,1.2833024,3.937300511231248e-17,2.5282037476411024e-16,0.25942350332594233,1.2833024,protein_coding,True,up,Control,100
mmMYOD1,TSC22D1,17.959135,1.2802825,4.071083018694579e-72,7.554655238384047e-71,0.5339246119733925,1.2802825,protein_coding,True,up,Control,101
mmMYOD1,SCMH1,15.850164,1.258641,1.4021272270081147e-56,2.0638458527127057e-55,0.47095343680709534,1.258641,protein_coding,True,up,Control,102
mmMYOD1,TRAFD1,15.151061,1.2538509,7.455346622155482e-52,1.0087401143149092e-50,0.4288248337028825,1.2538509,protein_coding,True,up,Control,103
mmMYOD1,ZNF37A,13.044564,1.2486887,6.824612721835793e-39,7.510960107264396e-38,0.3742793791574279,1.2486887,protein_coding,True,up,Control,104
mmMYOD1,SP140L,24.711437,1.2230555,8.058639337180056e-135,2.8438394941851976e-133,0.6811529933481153,1.2230555,protein_coding,True,up,Control,105
mmMYOD1,KIN,23.253307,1.215328,1.3170230472030936e-119,4.006237419373479e-118,0.6483370288248337,1.215328,protein_coding,True,up,Control,106
mmMYOD1,SETDB1,8.6804,1.2149321,3.9437916594314815e-18,2.6152470106855477e-17,0.2620842572062084,1.2149321,protein_coding,True,up,Control,107
mmMYOD1,E2F7,13.85961,1.2103902,1.1127762543689097e-43,1.3276171019597923e-42,0.4518847006651885,1.2103902,protein_coding,True,up,Control,108
mmMYOD1,TGIF1,15.61591,1.2075616,5.673009803523282e-55,8.094267139314366e-54,0.5099778270509978,1.2075616,protein_coding,True,up,Control,109
mmMYOD1,KMT2A,21.371717,1.1941887,2.449582147445064e-101,6.267637580112492e-100,0.6155210643015521,1.1941887,protein_coding,True,up,Control,110
mmMYOD1,ZFX,9.963515,1.1879934,2.2013856048661938e-23,1.7129766091008977e-22,0.3046563192904656,1.1879934,protein_coding,True,up,Control,111
mmMYOD1,ZNF24,13.118046,1.186757,2.595403833760659e-39,2.884215688946056e-38,0.401330376940133,1.186757,protein_coding,True,up,Control,112
mmMYOD1,MEF2A,17.930264,1.1839849,6.845449187751986e-72,1.2637674966308333e-70,0.5299334811529933,1.1839849,protein_coding,True,up,Control,113
mmMYOD1,JAZF1,9.796797,1.1792128,1.1621299319144793e-22,8.829657293402844e-22,0.3711751662971175,1.1792128,protein_coding,True,up,Control,114
mmMYOD1,PAX3,10.010806,1.1788944,1.3663520845957637e-23,1.0681693365760162e-22,0.31042128603104213,1.1788944,protein_coding,True,up,Control,115
mmMYOD1,HMBOX1,8.496317,1.1758331,1.9570164707767126e-17,1.2673194805344249e-16,0.2611973392461197,1.1758331,protein_coding,True,up,Control,116
mmMYOD1,ZNF451,16.813803,1.1721641,1.9335907421042097e-63,3.148632597933271e-62,0.503769401330377,1.1721641,protein_coding,True,up,Control,117
mmMYOD1,ZNF611,10.216364,1.155451,1.6750591208686737e-24,1.349391967648166e-23,0.31352549889135256,1.155451,protein_coding,True,up,Control,118
mmMYOD1,KDM2A,17.663248,1.1237797,8.047366912407973e-70,1.445304796577289e-68,0.5405764966740576,1.1237797,protein_coding,True,up,Control,119
mmMYOD1,ETS1,20.801918,1.1191356,4.158389659595128e-96,1.0114588440173009e-94,0.6842572062084257,1.1191356,protein_coding,True,up,Control,120
mmMYOD1,NFX1,11.289888,1.106531,1.4722383407002125e-29,1.3392998026225034e-28,0.3649667405764967,1.106531,protein_coding,True,up,Control,121
mmMYOD1,MTERF1,7.88143,1.1049312,3.2365549483907644e-15,1.947824661874643e-14,0.2616407982261641,1.1049312,protein_coding,True,up,Control,122
mmMYOD1,GPBP1,24.745043,1.0978532,3.5057040726526016e-135,1.2458885506289855e-133,0.7184035476718403,1.0978532,protein_coding,True,up,Control,123
mmMYOD1,PHF21A,12.910937,1.0976115,3.9052065719938173e-38,4.242205807519095e-37,0.42305986696230596,1.0976115,protein_coding,True,up,Control,124
mmMYOD1,ARID2,9.079314,1.0693538,1.0926138487740224e-19,7.625837656748914e-19,0.31529933481152994,1.0693538,protein_coding,True,up,Control,125
mmMYOD1,CREM,13.249664,1.0428,4.53227588094678e-40,5.095210907591445e-39,0.45543237250554325,1.0428,protein_coding,True,up,Control,126
mmMYOD1,CREB3L1,-22.163727,-1.0203823,7.691362187588874e-109,2.1306854060127678e-107,0.41685144124168516,1.0203823,protein_coding,True,down,Control,127
mmMYOD1,FAM200B,16.317766,1.0137931,7.378633226865273e-60,1.1401939634576682e-58,0.5937915742793791,1.0137931,protein_coding,True,up,Control,128
mmMYOD1,ZNF532,7.903997,1.0084159,2.7009930906955102e-15,1.6290243014117953e-14,0.28558758314855875,1.0084159,protein_coding,True,up,Control,129
mmMYOD1,ZNF830,8.621402,1.0082606,6.613949973014611e-18,4.356018532685848e-17,0.3254988913525499,1.0082606,protein_coding,True,up,Control,130
mmMYOD1,ZNF655,10.166972,1.0053452,2.7842802967008513e-24,2.2237071435125744e-23,0.3596452328159645,1.0053452,protein_coding,True,up,Control,131
mmMYOD1,BAZ2A,11.583858,1.0018548,4.975572459183566e-31,4.685765877415528e-30,0.39068736141906873,1.0018548,protein_coding,True,up,Control,132
mmMYOD1,EGR1,4.2967153,1.0018071,1.733477891502099e-05,6.329801700607724e-05,0.4088691796008869,1.0018071,protein_coding,True,up,Control,133
mmMYOD1,ZFHX3,15.6480465,1.0013078,3.425723922664262e-55,4.901750528522907e-54,0.5574279379157427,1.0013078,protein_coding,True,up,Control,134
mmMYOD1,ZNF124,7.0286913,0.9837401,2.084793788897184e-12,1.1250543114224796e-11,0.26518847006651886,0.9837401,protein_coding,True,up,Control,135
mmMYOD1,FOXN3,10.101084,0.98297346,5.463522536385769e-24,4.3263935470919894e-23,0.3631929046563193,0.98297346,protein_coding,True,up,Control,136
mmMYOD1,CEBPB,9.699326,0.97589856,3.0349942457986655e-22,2.2776960997591776e-21,0.4017738359201774,0.97589856,protein_coding,True,up,Control,137
mmMYOD1,CLOCK,14.789634,0.9740738,1.7088192879737529e-49,2.2292727637397984e-48,0.5095343680709534,0.9740738,protein_coding,True,up,Control,138
mmMYOD1,ZNF800,8.485402,0.9735178,2.149734812539448e-17,1.3910439582762341e-16,0.32195121951219513,0.9735178,protein_coding,True,up,Control,139
mmMYOD1,PRDM2,9.084902,0.9734026,1.0379233873881198e-19,7.252186604981619e-19,0.3392461197339246,0.9734026,protein_coding,True,up,Control,140
mmMYOD1,TSHZ3,7.0139556,0.97181803,2.3167288784358568e-12,1.2464695888560887e-11,0.2620842572062084,0.97181803,protein_coding,True,up,Control,141
mmMYOD1,THAP1,8.037794,0.9706279,9.14700972043986e-16,5.608291025763102e-15,0.3232815964523282,0.9706279,protein_coding,True,up,Control,142
mmMYOD1,ZBTB20,25.169886,0.96477044,8.561913121741052e-140,3.145126156386925e-138,0.8381374722838137,0.96477044,protein_coding,True,up,Control,143
mmMYOD1,SP110,35.99165,0.95935506,1.1301135990415423e-283,1.0477946232294388e-281,0.9223946784922394,0.95935506,protein_coding,True,up,Control,144
mmMYOD1,ZNF644,15.728502,0.95632935,9.646594476135868e-56,1.392990418433275e-54,0.5441241685144124,0.95632935,protein_coding,True,up,Control,145
